Student ID,Gender,Race/Ethnicity,Parental Education,Lunch Type,Test Preparation,Study Time per Week,Daily Sleep Duration,Math Score,Reading Score,Writing Score,School Type,Internet Access
352,female,group B,some college,free/reduced,FALSE,4.5,,59,80,91,public,FALSE
353,female,group C,master degree,standard,FALSE,10.7,8.3,73,79,60,private,TRUE
354,male,group C,some college,standard,FALSE,10.8,3.5,67,85,67,public,FALSE
355,female,group D,bachelor degree,free/reduced,FALSE,8.4,5.4,69,100,81,public,TRUE
356,male,group D,some college,standard,TRUE,9.1,8.6,76,80,63,public,TRUE
357,female,group E,some college,free/reduced,TRUE,3,5.4,85,77,76,public,TRUE
358,female,group B,bachelor degree,standard,FALSE,13.8,7.2,63,75,59,public,TRUE
359,female,group C,high school,standard,FALSE,13.8,6.3,76,,100,public,TRUE
360,male,group C,high school,free/reduced,TRUE,8.1,7.5,100,64,50,public,TRUE
361,female,group C,some college,standard,FALSE,3.4,10.1,76,84,69,private,TRUE
362,male,group B,associate degree,free/reduced,FALSE,5.1,,45,66,61,public,TRUE
363,female,group C,bachelor degree,free/reduced,TRUE,7.1,8,79,92,41,international,TRUE
364,male,group A,associate degree,free/reduced,TRUE,1.8,7.4,75,100,67,public,TRUE
365,male,group A,bachelor degree,free/reduced,TRUE,2.2,,70,97,84,private,FALSE
366,male,group E,associate degree,standard,FALSE,11.9,7.7,74,,68,public,TRUE
367,male,group C,high school,free/reduced,FALSE,15.4,6.9,58,64,64,public,TRUE
368,male,group B,master degree,free/reduced,FALSE,1.7,7.3,86,71,54,private,TRUE
369,female,group D,bachelor degree,free/reduced,FALSE,8.3,8.8,58,84,60,public,TRUE
370,female,group E,some college,standard,TRUE,8.5,,75,45,69,public,TRUE
371,male,group C,some college,standard,TRUE,11.3,5.6,73,39,68,public,TRUE
372,male,group E,high school,free/reduced,FALSE,,6.4,73,59,98,public,TRUE
373,male,group A,associate degree,standard,FALSE,5.6,6.3,59,,77,public,TRUE
374,male,group A,high school,standard,FALSE,2.1,,22,,75,public,
375,male,group C,associate degree,free/reduced,FALSE,,9.2,59,77,64,public,TRUE
376,male,group A,,standard,TRUE,8.7,9.1,52,65,34,public,TRUE
377,male,group C,some college,standard,TRUE,13.9,7.1,71,74,71,public,TRUE
378,female,group E,high school,standard,TRUE,9.5,8.1,45,,64,private,TRUE
379,male,group D,bachelor degree,standard,FALSE,,5.4,57,80,61,private,FALSE
380,female,group B,,free/reduced,FALSE,,5.2,52,,70,public,TRUE
381,female,group B,some college,free/reduced,TRUE,5.4,7,69,93,63,public,FALSE
382,male,group C,associate degree,standard,FALSE,,5.6,58,70,76,public,TRUE
383,female,group C,some college,standard,FALSE,,7.2,78,56,63,public,
384,male,group A,master degree,free/reduced,FALSE,4.5,8.5,55,94,81,public,TRUE
385,male,group C,high school,standard,FALSE,4,,93,67,83,public,TRUE
386,male,group E,associate degree,standard,TRUE,5.7,7.9,100,55,62,public,TRUE
387,male,group B,associate degree,standard,TRUE,,5.6,66,92,66,public,TRUE
388,female,group B,bachelor degree,standard,FALSE,11.9,5.7,64,100,73,international,FALSE
389,female,group C,associate degree,standard,FALSE,8.6,7.7,70,71,53,private,TRUE
390,female,group E,some college,standard,TRUE,15.7,5.9,95,81,75,public,TRUE
391,male,group C,,standard,TRUE,11.8,,54,66,77,public,TRUE
392,male,group B,high school,standard,TRUE,,8.7,90,59,80,public,TRUE
393,female,group B,master degree,free/reduced,TRUE,8.4,6.2,90,80,62,public,TRUE
394,female,group C,some college,standard,FALSE,0.9,8.1,66,51,87,public,TRUE
395,male,group C,high school,standard,FALSE,6.7,8,81,62,45,international,TRUE
396,male,group C,bachelor degree,free/reduced,TRUE,10.8,,95,75,79,public,TRUE
397,female,group C,high school,free/reduced,FALSE,18.7,8.1,56,57,50,public,FALSE
398,female,group D,associate degree,standard,FALSE,12.7,6.5,61,80,68,public,TRUE
399,female,group B,bachelor degree,free/reduced,TRUE,12.1,8.6,71,75,83,public,TRUE
400,male,group D,bachelor degree,standard,TRUE,12.6,8.7,78,84,42,public,FALSE
401,male,group B,some college,standard,TRUE,10.4,7.8,55,74,86,public,TRUE
402,male,group C,associate degree,standard,TRUE,,8.3,74,80,80,public,TRUE
403,male,group E,some college,standard,TRUE,19.3,6.6,78,65,90,public,TRUE
404,female,group B,associate degree,standard,TRUE,10.7,8,59,85,72,public,TRUE
405,female,group C,associate degree,standard,FALSE,14.2,5.6,76,71,47,public,TRUE
406,male,group A,master degree,standard,FALSE,11.5,7.1,95,87,69,private,TRUE
407,female,group A,associate degree,standard,FALSE,12.3,,78,,96,international,TRUE
408,male,group E,high school,standard,FALSE,6.7,5.1,85,64,47,international,TRUE
409,male,group B,some college,standard,TRUE,11.5,8.7,99,79,71,public,FALSE
410,male,group C,some college,standard,FALSE,10.1,6.7,72,52,67,private,TRUE
411,female,group D,bachelor degree,,FALSE,10.3,7.9,55,72,63,public,TRUE
412,female,group D,high school,standard,FALSE,15,7,60,75,66,international,TRUE
413,male,group A,bachelor degree,free/reduced,FALSE,8.3,6.3,54,49,64,public,TRUE
414,male,group A,bachelor degree,standard,TRUE,6.6,9,53,73,59,public,TRUE
415,female,group E,high school,standard,TRUE,,7.1,71,68,78,public,TRUE
416,male,group B,master degree,standard,FALSE,0,,62,78,75,private,
417,female,group E,master degree,free/reduced,FALSE,13.9,5.6,74,67,82,public,TRUE
418,female,group E,high school,standard,FALSE,6,,88,75,72,public,
419,male,group C,associate degree,standard,TRUE,,5.2,55,73,62,public,TRUE
420,male,group E,associate degree,,TRUE,4.5,6.8,70,72,,public,TRUE
421,female,group B,bachelor degree,standard,TRUE,5.1,,82,88,73,public,FALSE
422,male,group A,some college,free/reduced,FALSE,4,5.7,60,74,83,private,TRUE
423,female,group B,high school,free/reduced,FALSE,5.1,5.4,74,41,72,international,TRUE
424,male,group B,bachelor degree,standard,TRUE,3,6.1,59,76,53,public,TRUE
425,female,group C,some college,free/reduced,TRUE,6,6.7,72,80,100,private,TRUE
426,male,group B,bachelor degree,free/reduced,TRUE,22.2,4.8,56,74,69,public,TRUE
427,female,group C,associate degree,free/reduced,FALSE,8.2,8.6,47,100,87,private,TRUE
428,male,group D,high school,standard,FALSE,7.5,8,71,65,,public,TRUE
429,female,group B,master degree,standard,FALSE,12.5,6.6,69,85,69,public,TRUE
430,female,group E,high school,,TRUE,8.7,,63,51,57,private,TRUE
431,male,group C,associate degree,standard,TRUE,16.5,6.7,78,66,74,public,FALSE
432,female,group A,bachelor degree,standard,FALSE,13.9,6.1,68,70,77,public,TRUE
433,female,group E,associate degree,standard,TRUE,12.3,6.9,72,76,62,public,TRUE
434,male,group B,high school,standard,TRUE,4.8,7.8,66,81,50,international,TRUE
435,male,group C,,standard,TRUE,0.7,4.1,80,79,58,private,TRUE
436,female,group E,high school,standard,TRUE,8.9,6.6,79,,69,public,TRUE
437,female,group B,master degree,standard,TRUE,,6.2,66,96,83,public,FALSE
438,female,group B,some college,standard,FALSE,0,6.6,76,52,64,public,TRUE
439,male,group C,some college,standard,TRUE,19,7.9,72,70,90,public,TRUE
440,male,group E,bachelor degree,standard,FALSE,3.8,5,61,65,66,public,TRUE
441,male,group D,bachelor degree,free/reduced,FALSE,12.7,,42,81,100,public,TRUE
442,female,group A,high school,,FALSE,12,6.6,51,,59,public,TRUE
443,female,group E,some college,free/reduced,FALSE,13.4,8.2,99,73,86,public,TRUE
444,male,group E,bachelor degree,standard,FALSE,4.1,6.2,67,78,92,private,TRUE
445,female,group C,high school,standard,TRUE,14.2,7.3,72,86,81,private,TRUE
446,male,group E,high school,free/reduced,FALSE,7.6,6.5,73,76,75,public,TRUE
447,female,group E,high school,free/reduced,FALSE,10.6,5.5,71,71,62,public,TRUE
448,male,group B,some college,standard,FALSE,13.5,8,78,68,66,public,TRUE
449,female,group D,high school,free/reduced,FALSE,22.6,7.3,75,78,64,public,TRUE
450,female,group E,high school,standard,TRUE,1.4,7.1,72,48,62,public,TRUE
451,male,group D,,standard,TRUE,,8.3,63,61,69,public,FALSE
452,female,group A,bachelor degree,free/reduced,TRUE,0,9.5,68,84,70,private,TRUE
453,female,group E,some college,standard,TRUE,,8.2,66,98,87,public,TRUE
454,male,group D,associate degree,free/reduced,FALSE,3.2,9,80,63,62,international,FALSE
455,male,group C,high school,standard,TRUE,5,,86,57,59,private,TRUE
456,female,group A,some college,standard,TRUE,11.3,7.1,100,51,93,private,TRUE
457,female,group D,high school,free/reduced,FALSE,4.7,10.2,64,,78,public,TRUE
458,male,group E,bachelor degree,standard,FALSE,15.2,6.3,73,,73,international,TRUE
459,male,group B,,standard,TRUE,11,5.6,58,67,79,public,FALSE
460,male,group D,high school,free/reduced,TRUE,6,6.2,71,70,74,private,TRUE
461,female,group D,bachelor degree,free/reduced,FALSE,11.3,5.2,34,45,,public,TRUE
462,male,group A,high school,standard,TRUE,,8.8,72,84,74,private,TRUE
463,female,group C,,standard,FALSE,13.9,8.2,65,72,56,public,TRUE
464,male,group C,,free/reduced,TRUE,7.6,4.8,50,87,69,public,TRUE
465,female,group E,some college,standard,FALSE,16.2,,84,71,91,international,TRUE
466,male,group D,bachelor degree,standard,TRUE,12,5.1,54,73,71,private,TRUE
467,male,group D,high school,free/reduced,FALSE,6.6,8.5,65,73,61,public,TRUE
468,female,group C,master degree,free/reduced,FALSE,13.1,7.5,72,65,84,international,TRUE
469,male,group A,high school,free/reduced,TRUE,13.5,7.8,46,63,89,public,TRUE
470,male,group E,,free/reduced,TRUE,5.4,8.7,91,100,73,private,TRUE
471,male,group E,some college,standard,FALSE,7,6.1,69,63,62,private,TRUE
472,female,group B,associate degree,free/reduced,TRUE,17.8,9.1,69,98,73,public,FALSE
473,male,group C,associate degree,free/reduced,FALSE,,7.2,53,68,44,public,TRUE
474,female,group A,high school,free/reduced,FALSE,,5.2,61,45,74,international,TRUE
475,male,group E,high school,standard,TRUE,6.3,7.5,78,61,74,public,TRUE
476,female,group E,,standard,TRUE,3.5,9.2,85,52,48,international,TRUE
477,male,group E,master degree,standard,TRUE,9.9,9.5,86,68,73,private,TRUE
478,male,group C,some college,standard,FALSE,10.4,4.4,75,,71,private,FALSE
479,female,group D,high school,standard,FALSE,3.4,6.5,69,86,97,public,TRUE
480,male,group D,some college,standard,FALSE,9.4,6.8,63,,67,public,
481,male,group E,bachelor degree,standard,TRUE,,7.3,76,56,74,international,TRUE
482,male,group D,high school,free/reduced,FALSE,8.7,8.3,63,75,54,public,TRUE
483,male,group D,some college,standard,TRUE,6.2,6.2,44,79,53,private,TRUE
484,male,group E,high school,standard,FALSE,11.5,,43,74,77,public,FALSE
485,female,group A,,free/reduced,FALSE,7.5,6.4,55,56,63,public,TRUE
486,female,group C,bachelor degree,standard,TRUE,3.4,5.9,79,69,54,private,TRUE
487,male,group D,bachelor degree,free/reduced,FALSE,7,5.7,46,50,88,public,
488,male,group E,bachelor degree,free/reduced,TRUE,19.7,8.6,77,67,58,private,TRUE
489,female,group B,associate degree,free/reduced,FALSE,8.6,8.9,100,41,55,public,TRUE
490,female,group A,,standard,FALSE,13.6,6.2,72,,40,public,FALSE
491,male,group C,some college,standard,FALSE,10.2,6.7,79,75,,public,
492,female,group D,master degree,standard,FALSE,6.3,4.5,100,65,82,public,TRUE
493,female,group D,high school,standard,FALSE,10.6,7.8,81,60,88,public,TRUE
494,female,group C,some college,standard,TRUE,4.9,9.7,68,,84,public,TRUE
495,female,group B,,free/reduced,FALSE,6.5,9.6,77,68,79,public,FALSE
496,female,group B,some college,free/reduced,FALSE,15.3,8.4,62,,63,public,TRUE
497,female,group E,high school,standard,TRUE,9.6,8.3,68,,61,public,TRUE
498,male,group E,high school,free/reduced,FALSE,4.3,7.2,37,92,86,private,TRUE
499,female,group C,high school,standard,FALSE,9.4,8.7,62,78,58,private,
500,male,group B,high school,standard,FALSE,7.7,6.5,79,80,87,public,
501,female,group B,some college,standard,TRUE,4.4,8.9,61,97,86,public,TRUE
502,female,group B,some college,free/reduced,FALSE,10.8,5.5,97,97,62,public,TRUE
503,male,group D,associate degree,,TRUE,19,,78,87,70,private,TRUE
504,female,group A,high school,free/reduced,TRUE,,6.3,69,78,64,private,TRUE
505,female,group E,high school,standard,FALSE,6.5,8.3,87,67,88,public,TRUE
506,male,group E,,free/reduced,TRUE,,5.7,83,62,70,public,TRUE
507,male,group D,high school,free/reduced,TRUE,5.3,8.3,64,72,56,public,TRUE
508,male,group B,some college,free/reduced,TRUE,8.7,6,55,71,79,public,TRUE
509,female,group E,high school,standard,FALSE,9.1,5,74,86,83,public,TRUE
510,male,group D,some college,free/reduced,FALSE,3,5.9,50,76,61,public,TRUE
511,male,group C,bachelor degree,standard,FALSE,11,7.8,68,69,88,private,FALSE
512,female,group D,associate degree,standard,FALSE,6.3,,77,61,81,private,TRUE
513,male,group C,high school,free/reduced,FALSE,9,7.9,59,65,55,public,TRUE
514,female,group B,some college,standard,TRUE,5.1,4.7,61,70,77,public,TRUE
515,male,group B,master degree,free/reduced,FALSE,13,6.6,38,67,87,public,TRUE
516,male,group E,associate degree,standard,FALSE,10.8,,52,62,49,private,FALSE
517,female,group E,high school,standard,FALSE,,8.6,86,57,62,public,TRUE
518,male,group E,some college,free/reduced,TRUE,9.8,7.1,70,49,60,public,TRUE
519,male,group C,bachelor degree,free/reduced,FALSE,10.7,8.8,68,,81,public,TRUE
520,male,group D,bachelor degree,standard,FALSE,,7.3,39,65,55,public,TRUE
521,male,group C,associate degree,standard,FALSE,9.5,7.6,45,59,52,international,TRUE
522,male,group C,some college,standard,FALSE,7.9,7.6,61,79,68,public,TRUE
523,male,group C,high school,standard,TRUE,2.7,8.6,67,66,78,private,TRUE
524,male,group C,bachelor degree,free/reduced,FALSE,8,6.6,70,94,81,international,TRUE
525,female,group E,bachelor degree,standard,FALSE,9.3,6.2,59,77,81,public,TRUE
526,female,group A,,standard,FALSE,0,9,74,,52,private,TRUE
527,female,group C,high school,standard,TRUE,16.5,8,84,87,63,public,TRUE
528,female,group C,bachelor degree,free/reduced,FALSE,15.3,7.1,72,62,77,public,TRUE
529,female,group C,associate degree,standard,TRUE,3.1,7.9,73,78,97,public,TRUE
530,male,group E,associate degree,free/reduced,FALSE,8.5,8.8,71,75,83,public,TRUE
531,male,group C,some college,standard,TRUE,6.9,8.7,68,68,81,public,TRUE
532,female,group E,some college,standard,TRUE,7.2,8.1,58,74,77,international,TRUE
533,male,group B,bachelor degree,standard,TRUE,11.3,7.3,52,67,87,private,TRUE
534,female,group B,master degree,standard,FALSE,17.3,5.7,70,99,68,public,TRUE
535,male,group E,high school,free/reduced,TRUE,10.4,,83,63,79,public,TRUE
536,female,group E,master degree,standard,FALSE,12.1,5.9,100,69,69,public,TRUE
537,female,group E,high school,free/reduced,FALSE,11.2,8.3,86,71,70,private,TRUE
538,male,group A,some college,standard,FALSE,10.7,4.8,83,66,77,public,TRUE
539,female,group A,high school,free/reduced,FALSE,14.5,8.3,40,85,60,private,TRUE
540,female,group B,high school,free/reduced,TRUE,6.2,7.3,72,82,82,private,TRUE
541,male,group C,high school,free/reduced,TRUE,6,4.7,100,,78,public,TRUE
542,male,group E,bachelor degree,standard,TRUE,3.9,7.1,51,66,54,public,TRUE
543,female,group A,high school,standard,TRUE,11.4,6.7,73,68,50,private,TRUE
544,male,group C,high school,free/reduced,TRUE,11.3,7.5,47,73,81,public,TRUE
545,female,group C,some college,free/reduced,TRUE,7.9,7,84,100,79,public,TRUE
546,female,group B,bachelor degree,free/reduced,TRUE,3.4,5.7,87,74,72,private,TRUE
547,male,group B,some college,free/reduced,FALSE,22.8,6.6,97,67,90,public,TRUE
548,male,group E,high school,standard,TRUE,3.8,8.9,76,55,76,international,TRUE
549,male,group E,master degree,free/reduced,TRUE,12.7,,47,73,86,public,TRUE
550,male,group D,bachelor degree,free/reduced,TRUE,12.2,7.6,46,70,66,international,TRUE
551,male,group E,some college,standard,TRUE,,8.7,83,65,78,public,TRUE
552,male,group C,some college,standard,FALSE,3.1,8.2,85,88,100,private,TRUE
553,male,group E,associate degree,standard,FALSE,5.4,6.8,68,61,66,public,TRUE
554,male,group B,bachelor degree,standard,FALSE,1.8,,75,70,94,public,TRUE
555,male,group E,associate degree,standard,TRUE,11.3,4.5,61,53,67,public,TRUE
556,female,group C,associate degree,free/reduced,FALSE,18.6,7.9,81,66,,public,FALSE
557,male,group D,high school,standard,TRUE,3.3,8.4,76,,59,private,TRUE
558,male,group E,high school,standard,FALSE,,6.3,74,40,67,public,TRUE
559,female,group E,some college,standard,TRUE,14.2,,81,53,,public,TRUE
560,male,group A,bachelor degree,standard,TRUE,16.5,6.6,74,57,74,public,TRUE
561,male,group B,master degree,standard,TRUE,12.9,8.7,60,94,63,public,FALSE
562,female,group C,some college,standard,FALSE,9,7.2,70,62,85,public,TRUE
563,male,group E,high school,standard,TRUE,10.4,5.9,70,49,80,public,FALSE
564,male,group C,high school,free/reduced,TRUE,15.9,9.3,67,53,66,public,TRUE
565,female,group C,high school,standard,FALSE,17.4,8,68,67,90,public,TRUE
566,female,group D,high school,standard,FALSE,15.3,6.4,73,78,74,private,TRUE
567,female,group D,associate degree,standard,FALSE,12.5,5.7,72,84,80,public,
568,male,group C,some college,free/reduced,TRUE,8.8,6.1,64,96,70,private,TRUE
569,male,group B,bachelor degree,free/reduced,TRUE,8.4,8.6,50,69,81,public,TRUE
570,female,group A,,standard,FALSE,6.3,6.3,81,72,85,public,TRUE
571,male,group C,bachelor degree,free/reduced,TRUE,10.3,8.1,53,97,79,private,TRUE
572,male,group D,some college,standard,FALSE,18.3,7.5,100,72,62,public,
573,female,group B,high school,standard,FALSE,11.5,7.8,75,50,73,private,FALSE
574,female,group E,bachelor degree,standard,FALSE,15.8,6.7,60,78,57,public,TRUE
575,male,group C,high school,standard,FALSE,13,8.1,61,98,97,private,TRUE
576,male,group B,associate degree,standard,TRUE,4.9,6.8,82,100,85,public,TRUE
577,female,group B,associate degree,standard,TRUE,16,6.8,76,68,62,public,TRUE
578,female,group A,associate degree,standard,FALSE,9.5,5,68,70,62,public,TRUE
579,female,group D,associate degree,standard,TRUE,,,82,78,88,public,
580,male,group E,master degree,free/reduced,FALSE,7.7,7.5,64,61,51,private,TRUE
581,male,group C,some college,standard,TRUE,8.9,,67,64,94,public,TRUE
582,male,group B,,standard,TRUE,,7.5,74,84,,private,TRUE
583,female,group D,master degree,standard,FALSE,5.8,4.5,48,64,48,private,TRUE
584,female,group D,associate degree,standard,FALSE,10.4,8.9,62,,77,public,TRUE
585,male,group E,master degree,standard,FALSE,8.8,6.8,78,78,60,public,TRUE
586,female,group A,some college,free/reduced,FALSE,20.3,7.4,39,86,73,public,TRUE
587,male,group B,associate degree,standard,FALSE,2.8,8.9,69,78,69,public,TRUE
588,female,group C,high school,free/reduced,FALSE,11.8,7.8,60,93,70,private,TRUE
589,female,group C,bachelor degree,standard,FALSE,10.5,8.6,59,67,67,public,TRUE
